Status,Monitor,Total time (ms),Status2,Description,Step Number,Date,Time,Date_Time
Confirmed,Saullic,"5,153",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:28:00,5/3/2019 22:28
Confirmed,Dbllawyers,"8,258",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:28:00,5/3/2019 22:28
Unconfirmed,Vedder,"6,455",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:28:00,5/3/2019 22:28
Unconfirmed,Vedder,"6,455",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:28:00,5/3/2019 22:28
Unconfirmed,Leonard,"46,931",7004,Step 10 (Code and open next doc): 'destruct' not found.,10,5/3/2019,22:28:00,5/3/2019 22:28
Unconfirmed,Leonard,"46,931",7004,Step 10 (Code and open next doc): 'destruct' not found.,10,5/3/2019,22:28:00,5/3/2019 22:28
Unconfirmed,Ockwen,"6,938",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:28:00,5/3/2019 22:28
Unconfirmed,EdJones,"29,075",7004,Step 10 (Code and open next doc): 'destruct' not found.,10,5/3/2019,22:29:00,5/3/2019 22:29
Confirmed,Vedder,"8,252",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:29:00,5/3/2019 22:29
Confirmed,Vedder,"8,252",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:29:00,5/3/2019 22:29
Unconfirmed,Nair,"6,587",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:29:00,5/3/2019 22:29
Unconfirmed,GREEN,"104,838",7020,Step 10 (Code and open next doc): Action for 'Save and next' timed out.,10,5/3/2019,22:30:00,5/3/2019 22:30
Confirmed,WhiteUS,"99,478",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:30:00,5/3/2019 22:30
Unconfirmed,GREEN,"104,838",7020,Step 10 (Code and open next doc): Action for 'Save and next' timed out.,10,5/3/2019,22:30:00,5/3/2019 22:30
Confirmed,WhiteUS,"99,478",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:30:00,5/3/2019 22:30
Confirmed,EdJones,"5,103",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:30:00,5/3/2019 22:30
Unconfirmed,Cole,"9,576",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:30:00,5/3/2019 22:30
Confirmed,Nair,"9,507",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:31:00,5/3/2019 22:31
Confirmed,Cole,"6,423",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:32:00,5/3/2019 22:32
Unconfirmed,ARC1,"9,456",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:32:00,5/3/2019 22:32
Unconfirmed,Clarksvalley,"7,553",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:33:00,5/3/2019 22:33
Unconfirmed,ARC3,"5,926",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:33:00,5/3/2019 22:33
Unconfirmed,Dbllawyers,"6,237",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:33:00,5/3/2019 22:33
Unconfirmed,ARC2,"7,354",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:33:00,5/3/2019 22:33
Unconfirmed,Saullic,"6,431",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:33:00,5/3/2019 22:33
Confirmed,ARC1,"7,908",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:34:00,5/3/2019 22:34
Confirmed,Clarksvalley,"3,269",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:34:00,5/3/2019 22:34
Confirmed,Dbllawyers,"6,036",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:34:00,5/3/2019 22:34
Confirmed,ARC3,"7,425",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:35:00,5/3/2019 22:35
Confirmed,ARC2,"6,792",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:35:00,5/3/2019 22:35
Confirmed,Saullic,"5,114",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:35:00,5/3/2019 22:35
Unconfirmed,Mandell,"10,811",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:35:00,5/3/2019 22:35
Unconfirmed,Vedder,"6,891",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:35:00,5/3/2019 22:35
Unconfirmed,Vedder,"6,891",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:35:00,5/3/2019 22:35
Unconfirmed,Moiris,"9,227",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:35:00,5/3/2019 22:35
Unconfirmed,HSFNYC,"2,650",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:35:00,5/3/2019 22:35
Unconfirmed,Ockwen,"7,779",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:36:00,5/3/2019 22:36
Confirmed,Mandell,"8,085",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:36:00,5/3/2019 22:36
Confirmed,Vedder,"8,883",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:36:00,5/3/2019 22:36
Confirmed,Vedder,"8,883",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:36:00,5/3/2019 22:36
Confirmed,Moiris,"6,747",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:36:00,5/3/2019 22:36
Unconfirmed,WhiteUS,"91,544",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:36:00,5/3/2019 22:36
Unconfirmed,WhiteUS,"91,544",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:36:00,5/3/2019 22:36
Confirmed,Ockwen,"7,880",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:37:00,5/3/2019 22:37
Unconfirmed,Cole,"8,861",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:38:00,5/3/2019 22:38
Confirmed,WhiteUS,"89,801",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:39:00,5/3/2019 22:39
Confirmed,WhiteUS,"89,801",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:39:00,5/3/2019 22:39
Unconfirmed,ARC1,"6,095",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:39:00,5/3/2019 22:39
Unconfirmed,Clarksvalley,"7,614",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:40:00,5/3/2019 22:40
Unconfirmed,Dbllawyers,"4,320",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:40:00,5/3/2019 22:40
Unconfirmed,ARC3,"3,735",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:40:00,5/3/2019 22:40
Confirmed,ARC1,"6,160",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:41:00,5/3/2019 22:41
Unconfirmed,ARC2,"5,143",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:41:00,5/3/2019 22:41
Unconfirmed,Saullic,"9,696",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:41:00,5/3/2019 22:41
Confirmed,Clarksvalley,"8,056",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:41:00,5/3/2019 22:41
Confirmed,ARC3,"7,205",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:42:00,5/3/2019 22:42
Unconfirmed,Mandell,"6,253",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:42:00,5/3/2019 22:42
Confirmed,Saullic,"4,385",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:42:00,5/3/2019 22:42
Unconfirmed,Vedder,"6,967",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:42:00,5/3/2019 22:42
Unconfirmed,Vedder,"6,967",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:42:00,5/3/2019 22:42
Unconfirmed,EdJones,"8,469",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:42:00,5/3/2019 22:42
Unconfirmed,Nair,"9,319",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:43:00,5/3/2019 22:43
Unconfirmed,Ockwen,"6,531",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:43:00,5/3/2019 22:43
Confirmed,Vedder,"7,274",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:43:00,5/3/2019 22:43
Confirmed,Vedder,"7,274",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:43:00,5/3/2019 22:43
Confirmed,EdJones,"6,621",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:44:00,5/3/2019 22:44
Confirmed,Nair,"16,300",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:44:00,5/3/2019 22:44
Confirmed,Ockwen,"88,106",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:45:00,5/3/2019 22:45
Unconfirmed,Cole,"5,456",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:45:00,5/3/2019 22:45
Unconfirmed,WhiteUS,"92,957",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:46:00,5/3/2019 22:46
Unconfirmed,WhiteUS,"92,957",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:46:00,5/3/2019 22:46
Unconfirmed,ARC1,"5,802",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:47:00,5/3/2019 22:47
Unconfirmed,Clarksvalley,"9,302",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:47:00,5/3/2019 22:47
Unconfirmed,Dbllawyers,"8,390",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:48:00,5/3/2019 22:48
Confirmed,ARC1,"9,263",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:48:00,5/3/2019 22:48
Unconfirmed,ARC2,"3,454",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:48:00,5/3/2019 22:48
Confirmed,WhiteUS,"90,391",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:48:00,5/3/2019 22:48
Confirmed,WhiteUS,"90,391",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:48:00,5/3/2019 22:48
Unconfirmed,Saullic,"10,919",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:48:00,5/3/2019 22:48
Unconfirmed,Moiris,"5,492",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:48:00,5/3/2019 22:48
Confirmed,Dbllawyers,"6,497",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:48:00,5/3/2019 22:48
Confirmed,Clarksvalley,"6,571",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:49:00,5/3/2019 22:49
Unconfirmed,Vedder,"9,900",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:49:00,5/3/2019 22:49
Unconfirmed,Vedder,"9,900",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:49:00,5/3/2019 22:49
Unconfirmed,Nair,"6,297",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:50:00,5/3/2019 22:50
Unconfirmed,Ockwen,"9,683",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:51:00,5/3/2019 22:51
Confirmed,Nair,"9,898",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:51:00,5/3/2019 22:51
Confirmed,Ockwen,"7,943",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:52:00,5/3/2019 22:52
Unconfirmed,Cole,"7,249",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:53:00,5/3/2019 22:53
Unconfirmed,ARC1,"6,341",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:54:00,5/3/2019 22:54
Unconfirmed,ARC3,"6,003",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:54:00,5/3/2019 22:54
Confirmed,Cole,"9,648",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:54:00,5/3/2019 22:54
Unconfirmed,Dbllawyers,"4,852",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:54:00,5/3/2019 22:54
Unconfirmed,Clarksvalley,"6,878",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:55:00,5/3/2019 22:55
Unconfirmed,WhiteUS,"91,306",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:55:00,5/3/2019 22:55
Unconfirmed,WhiteUS,"91,306",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:55:00,5/3/2019 22:55
Confirmed,ARC1,"6,785",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:55:00,5/3/2019 22:55
Confirmed,ARC3,"5,056",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:55:00,5/3/2019 22:55
Unconfirmed,ARC2,"3,357",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:55:00,5/3/2019 22:55
Confirmed,Dbllawyers,"7,458",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:55:00,5/3/2019 22:55
Unconfirmed,Saullic,"9,440",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:56:00,5/3/2019 22:56
Unconfirmed,Mandell,"7,375",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:56:00,5/3/2019 22:56
Unconfirmed,Moiris,"8,956",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:56:00,5/3/2019 22:56
Unconfirmed,EdJones,"6,120",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:56:00,5/3/2019 22:56
Confirmed,Clarksvalley,"7,737",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:56:00,5/3/2019 22:56
Unconfirmed,RelateC,"6,960",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:56:00,5/3/2019 22:56
Confirmed,ARC2,"3,552",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:57:00,5/3/2019 22:57
Confirmed,Mandell,"5,538",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:57:00,5/3/2019 22:57
Unconfirmed,Vedder,"6,176",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:57:00,5/3/2019 22:57
Unconfirmed,Vedder,"6,176",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:57:00,5/3/2019 22:57
Confirmed,Moiris,"5,787",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:57:00,5/3/2019 22:57
Unconfirmed,Nair,"5,852",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:57:00,5/3/2019 22:57
Confirmed,EdJones,"5,463",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:57:00,5/3/2019 22:57
Confirmed,WhiteUS,"102,933",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:58:00,5/3/2019 22:58
Confirmed,WhiteUS,"102,933",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,22:58:00,5/3/2019 22:58
Unconfirmed,Ockwen,"6,778",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:58:00,5/3/2019 22:58
Confirmed,Saullic,"14,820",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:58:00,5/3/2019 22:58
Confirmed,Vedder,"7,606",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:58:00,5/3/2019 22:58
Confirmed,Vedder,"7,606",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,22:58:00,5/3/2019 22:58
Unconfirmed,Cole,"9,068",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:00:00,5/3/2019 23:00
Unconfirmed,IRIC01,"8,777",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:01:00,5/3/2019 23:01
Unconfirmed,ARC1,"8,800",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:01:00,5/3/2019 23:01
Unconfirmed,ARC3,"8,846",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:01:00,5/3/2019 23:01
Confirmed,Cole,"7,627",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:02:00,5/3/2019 23:02
Unconfirmed,Clarksvalley,"5,062",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:02:00,5/3/2019 23:02
Confirmed,IRIC01,"3,736",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:02:00,5/3/2019 23:02
Confirmed,ARC1,"9,564",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:03:00,5/3/2019 23:03
Confirmed,ARC3,"4,902",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:03:00,5/3/2019 23:03
Unconfirmed,Moiris,"8,323",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:03:00,5/3/2019 23:03
Confirmed,Clarksvalley,"3,681",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:03:00,5/3/2019 23:03
Unconfirmed,RelateC,"4,041",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:04:00,5/3/2019 23:04
Unconfirmed,Saullic,"7,622",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:04:00,5/3/2019 23:04
Unconfirmed,Vedder,"6,694",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:04:00,5/3/2019 23:04
Unconfirmed,Vedder,"6,694",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:04:00,5/3/2019 23:04
Unconfirmed,WhiteUS,"95,751",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:04:00,5/3/2019 23:04
Unconfirmed,WhiteUS,"95,751",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:04:00,5/3/2019 23:04
Confirmed,RelateC,"5,618",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:05:00,5/3/2019 23:05
Confirmed,Saullic,"7,559",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:05:00,5/3/2019 23:05
Confirmed,Vedder,"4,809",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:06:00,5/3/2019 23:06
Confirmed,Vedder,"4,809",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:06:00,5/3/2019 23:06
Confirmed,WhiteUS,"86,531",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:06:00,5/3/2019 23:06
Confirmed,WhiteUS,"86,531",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:06:00,5/3/2019 23:06
Unconfirmed,Cole,"8,530",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:08:00,5/3/2019 23:08
Unconfirmed,IRIC01,"5,146",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:08:00,5/3/2019 23:08
Unconfirmed,ARC1,"7,585",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:08:00,5/3/2019 23:08
Unconfirmed,ARC3,"4,233",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:09:00,5/3/2019 23:09
Confirmed,Cole,"5,378",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:09:00,5/3/2019 23:09
Confirmed,IRIC01,"3,590",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:09:00,5/3/2019 23:09
Confirmed,ARC1,"5,115",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:10:00,5/3/2019 23:10
Unconfirmed,Moiris,"8,329",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:11:00,5/3/2019 23:11
Unconfirmed,RelateC,"6,479",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:11:00,5/3/2019 23:11
Unconfirmed,Saullic,"6,847",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:11:00,5/3/2019 23:11
Unconfirmed,Vedder,"5,987",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:11:00,5/3/2019 23:11
Unconfirmed,Vedder,"5,987",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:11:00,5/3/2019 23:11
Confirmed,Saullic,"7,321",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:12:00,5/3/2019 23:12
Confirmed,Vedder,"8,101",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:13:00,5/3/2019 23:13
Confirmed,Vedder,"8,101",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:13:00,5/3/2019 23:13
Unconfirmed,WhiteUS,"97,450",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:13:00,5/3/2019 23:13
Unconfirmed,WhiteUS,"97,450",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:13:00,5/3/2019 23:13
Unconfirmed,Relate8,"5,133",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:13:00,5/3/2019 23:13
Unconfirmed,Dbllawyers,"83,851",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:15:00,5/3/2019 23:15
Confirmed,WhiteUS,"80,365",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:15:00,5/3/2019 23:15
Confirmed,WhiteUS,"80,365",7005,"Step 9 (Open JE_Test_001): Element 'Test Fios,' not found.",9,5/3/2019,23:15:00,5/3/2019 23:15
Unconfirmed,IRIC01,"8,863",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:15:00,5/3/2019 23:15
Unconfirmed,ARC1,"4,830",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:15:00,5/3/2019 23:15
Unconfirmed,Clarksvalley,"10,321",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:16:00,5/3/2019 23:16
Unconfirmed,ARC3,"5,428",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:16:00,5/3/2019 23:16
Confirmed,IRIC01,"4,928",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:16:00,5/3/2019 23:16
Confirmed,ARC1,"5,016",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:17:00,5/3/2019 23:17
Confirmed,Clarksvalley,"8,301",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:17:00,5/3/2019 23:17
Confirmed,ARC3,"8,860",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:17:00,5/3/2019 23:17
Unconfirmed,Saullic,"7,085",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:18:00,5/3/2019 23:18
Unconfirmed,RelateC,"6,943",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:18:00,5/3/2019 23:18
Unconfirmed,Moiris,"10,396",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:18:00,5/3/2019 23:18
Unconfirmed,Vedder,"7,598",7004,Step 5 (Open workspace): Element for content check 'Synthetic monitoring' not found.,5,5/3/2019,23:19:00,5/3/2019 23:19
